"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"757",757,NA,"R_2tAb7Kj3NujFu19",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Dull pain described by patient ",5,3,5,NA,2,4,1,4,2,7,8,2,1,"He hadn’t tried the treatments as initially advised. Needs to start with these treatment first. ",5,3,5,NA,4,5,1,3,1,"Discuss with him that in order to see what treatments are effective for him, he needs to take charge of his own health by remembering to follow advised treatment plans. Suggest physical therapy as an option also. ",NA,NA,NA,NA,4,NA,2,NA,3,1,1,1,4,1,4,37,"Female",NA,2,NA,NA,6,5,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,17607,1,"2023-08-25 14:20:53",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,1,4,4,5,3,"Patient reports dull pain to lower back. 
Advised topical lidocaine and apap during initial visit. 
Patient states hasn’t tried these measures due to lack of time in his schedule. ",2,4,4,4,3,"Patient continues to have lower back pain. 
Reports pain has not improved. 
Patient has not taken any recommended medication due to having “slipped” his mind. ",3,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,3,21,"","NP",6,NA,60,"Post graduate ",1,5,"",485516011,"White"
"758",758,NA,"R_1ghaTXtFiB0SNmx",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I really don't have enough data to make a decision. What is tge diagnosis? Differential diagnoses? 
Has he been tested for kidney disorder? Did he get injured? What other symptoms does he have? Did I miss something in the scenario? I would not treat him until I have a fairly good idea why he has pain. To be prudent, I can't assume its from lifting. ",3,3,5,NA,1,2,3,5,5,7,8,2,1,"Least harmful. Usually not contraindicated. A first step that may give him some relief. Can always add more later. ",3,3,4,NA,1,3,3,5,3,"Get more data",NA,NA,NA,NA,2,NA,2,NA,4,3,4,3,3,4,2,68,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1143,1,"2023-08-25 14:36:16",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,2,5,2,4,3,"Need a thorough medical history and teleheatlh exam. May need labs if above us suspicious for genitourinary disorder. ",3,5,3,3,3,"I cannot answer any more questions to this silly survey. ",5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,5,3,42,"Family practice","Nurse practitioner",42,NA,43,"Doctorate",1,51,"",485519786,"White"
"759",759,NA,"R_DUmNpgL2DF7SJLb",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,3,"Weak opioids and non opioid treatment",4,3,4,NA,1,3,3,4,5,5,6,4,2,"Need more information and more testing ",4,4,4,NA,3,3,3,4,2,"Obtain imaging and start physical therapy",NA,NA,NA,NA,3,NA,2,NA,3,3,3,4,2,4,4,58,"Female",NA,1,NA,NA,8,5,NA,NA,3,4,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,4,2,2,2,4,35861,1,"2023-08-25 15:54:05",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,3,4,3,3,3,"Continue tramadol
Schedule mri lumbar spine
Consider referral to pain management",3,4,3,3,3,"Non compliant with medication 
Consider starting physical therapy",5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,4,31,"Primary cart","Adult nurse oractitiner",21,NA,87,"Masters degree ",1,33,"",485519659,"White"
"760",760,NA,"R_PuryMXaz6LZJWxj",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"First step, he didn’t Stste he had taken anything otc at home",5,3,5,NA,1,3,1,5,3,6,8,3,1.5,"Perhaps an rx will encourage him to take his health more seriously ",5,2,5,NA,3,5,1,4,1,"Tell him that he needs to start with recommendations otherwise I can’t help him if he doesn’t follow directions ",NA,NA,NA,NA,1,NA,3,NA,5,5,5,5,1,5,1,50,"Female",NA,4,NA,NA,8,7,NA,NA,4,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,822,1,"2023-08-25 16:25:17",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,1,4,4,4,4,"Pain has worsened
Has not followed recommendations from last visit
Didn’t take any meds",3,4,5,3,3,"Still has not followed recommendations from past 2 visits
States pain is worse
states it “slipped my mind” when asked if he followed recommended tx
",8,5,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,8,3,26,"Family","APRN",6,NA,100,"MSN",1,10,"",485516978,"White"
"761",761,NA,"R_QmLds6YWTCaJgxb",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Not enough data on patient ",3,2,4,NA,1,1,3,5,3,6,7,3,1.5,"Pt would work also but no x rays available ",3,3,4,NA,1,1,3,5,4,"Yes",NA,NA,NA,NA,3,NA,2,NA,4,4,4,4,2,4,2,48,"Male",NA,4,NA,NA,7,7,NA,NA,1,1,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,1654,1,"2023-08-25 16:51:25",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,2,5,1,NA,3,"Shoulder pain , order x-ray, continue with current tx plan and follow up after test",3,5,3,4,3,"Please complete x-rays as previously ordered. Continue with current treatment plan re-educated on treatment plan.",5,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,5,24,"Internal medicine ","Np",6,NA,99,"Ms",1,5,"",485518811,"White"
"762",762,NA,"R_PFn5DcoybQJVG2l",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I don’t prescribe opioids over telehealth",4,2,4,NA,1,2,3,5,4,7,8,2,1,"I don’t prescribe controlled substances via telehealth. ",4,2,5,NA,1,2,4,5,4,"Refer him to pt, imaging, etc ",NA,NA,NA,NA,1,NA,3,NA,4,4,4,4,2,4,2,35,"Male",NA,1,NA,NA,5,6,NA,NA,4,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,12837,1,"2023-08-25 17:14:45",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,2,5,3,4,5,"Back pain not improving
Advised otc topicals and pain relief
Didn’t try recommendations ",2,5,2,4,4,"Low back pain still not improving
Didn’t follow recommendations
Consider pt, imaging etc ",5,4,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,3,4,11,"FNP","Nurse prqctitioner",4,NA,60,"Doctorate",1,12,"",485515526,"White"
"763",763,NA,"R_6MfTd01n5yp1AJ3",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I never start out with a narcotic w/o first trying something less and he doesn’t describe his pain as being sever enough for a narcotic ",3,1,5,NA,1,1,3,5,4,7,8,2,1,"Again if he didn’t try the first most basic step why would I go any higher on meds must try the least controlled med first ",4,2,5,NA,1,2,2,5,5,"Encourage him to try the prescribed treatment to see if it helped and if not we could work out a new plan together ",NA,NA,NA,NA,3,NA,2,NA,4,4,5,4,1,5,1,42,"Female",NA,1,NA,NA,8,7,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1191,1,"2023-08-25 17:58:59",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,2,5,1,3,3,"Dave admitted he didn’t try recommendations made first - needs education / encouragement and explanation why this is first choice in treatment / best route to take to resolve his problem, and may need sent for imaging if he trials recent recommendations and they fail ",2,5,2,4,3,"Again didn’t try prescribed treatment for 2 visit in a row, needs encouragement and explanation of treatment recommendation benefits, need to dig deeper into why he isn’t following recommendations ",5,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,7,26,"Long term care / family ","Director of operations / FNP ",4,NA,80,"MSN ",1,26,"",485519394,"White"
"764",764,NA,"R_3M4jD72aBZ9w4qQ",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Pain described as dull. No indication for opiods. No imaging available. ",4,3,4,NA,2,1,2,5,2,7,8,2,1,"He has not tried and failed my previous treatment plan, so my plan would not change.",4,4,4,NA,2,3,2,5,1,"Reiterate conservative treatment plan. Ask more questions about the reasons he was unable to adhere to the plan.",NA,NA,NA,NA,3,NA,2,NA,3,3,2,2,4,2,4,36,"Male",NA,1,NA,NA,9,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,5329,1,"2023-08-25 18:49:44",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,2,5,3,3,3,"Dull left lower back pain. Patient admits noncompliance to initial conservative treatment plan. Discussed importance of adhering to the treatment plan before proceeding with further workup.",2,5,3,3,3,"Advised conservative treatment plan. After 3 weeks, pt states treatment plan ""slipped his mind."" Reiterated conservative treatment plan and encouraged compliance. ",5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,2,12,"Primary care pediatrics","Physician Assistant ",12,NA,90,"Masters degree",1,44,"",485515226,"White"
"765",765,NA,"R_3NI3bDoEnpgN8e2",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Information given does not indicate any treatments already trialed and is no sufficient to indicate need for either opioid or surgical intervention ",4,2,5,NA,1,1,3,5,5,5,6,4,2,"Physical therapy was not an option and I do not have information about his body mechanics/environment.  Actually, in reality, I would have maybe made the same recommendations as the first visit but first identified the barriers to the prior recommendations ",4,2,4,NA,2,1,3,5,5,"I would evaluate what type of outcome Dave is hoping for and identify barriers to treatment to date in order to work through them ",NA,NA,NA,NA,4,NA,2,NA,4,2,2,2,4,2,4,43,"Female",NA,1,NA,NA,8,6,NA,NA,2,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,2,4,1058,1,"2023-08-25 19:04:23",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,5,1,4,3,"Dave is c/o chronic dull lower left sided back pain.
Works as a fast food worker.
Trial of acetaminophen/lidocaine previously recommended but not utilized by patient due to lack of time.",3,5,3,3,3,"Chronic left sided low back pain.
Works in fast food.
Dave’s goal of care is: (Dave’s identified reason)
Has not adequately trialed previous treatment recommendations due to the following barriers: (insert reasons discovered)
Plan to address/overcome identified barriers: (insert plan)",3,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,3,21,"Fam med","Nurse Practitioner ",8,NA,90,"Masters ",1,24,"",485516160,"White"
"766",766,NA,"R_3jZi33SSDR4gsWx",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Pain just started and not severe",5,3,5,NA,1,3,2,5,4,7,8,2,1,"He never tried the recommendations so he should try them first ",5,4,5,NA,2,4,2,5,5,"Referral to a specialist ",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,2,35,"Female",NA,3,NA,NA,8,6,NA,NA,2,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,856,1,"2023-08-25 20:16:29",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,1,5,3,3,NA,"Dave presents for follow up with continued pain.  Hasn't tried previous recommendations.  Pain hasn't improve, recommend trying conservatize treatment first. ",1,5,4,3,3,"Dave has continued pain.  Hasn't done any recommendations from last 2 visits.  Encouraged patient that pain won't likely approve without him making an effort. Will consider referral to PT. ",5,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,4,9,"","",NA,NA,85,"Masters",1,34,"",485517733,"White"
"767",767,NA,"R_3mmYKx0FlBL9Sou",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Pt described the pain as dull

This is first step in intervention guidelines for back pain",5,1,5,NA,1,1,2,5,5,7,8,2,1,"He had not followed these guidelines previously and they still are the first line interventions",5,1,5,NA,1,5,1,5,2,"I would refer to another provider to see if they have an easier time connecting with Dave and getting him to take more initiative in his health ",NA,NA,NA,NA,2,NA,3,NA,5,4,4,4,2,4,2,52,"Female",NA,1,NA,NA,8,7,NA,NA,2,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1249,1,"2023-08-25 21:33:20",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,5,2,5,5,"Pt's pain is unchanged
Pt has not had time to do the interventions
Recommend again that pt start with lidocaine patches and APAP
Also given hand out for stretches",1,5,2,5,5,"Pt's pain is unchanged
He has not completed any of the interventions discussed at prior visit
He states that the interventions ""slipped"" his mind
Recommend for pt to do the previously recommended interventions and have him meet with one of my colleagues to see if they connect better",7,5,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,5,5,15,"Family Practice","Family Practice Physician Assistant",8,NA,80,"Master's of Physician Assistant Studies",1,6,"",485515228,"White"
"768",768,NA,"R_XFWDqdrMkAc1mc9",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"No treatment before.  Start simple and work from there",4,3,4,NA,2,3,3,4,3,7,8,2,1,"Not consistent with treatment.  Do not feel giving a “pill” would be appropriate ",4,3,4,NA,3,3,2,4,3,"Discuss his participation in treatment ",NA,NA,NA,NA,4,NA,2,NA,4,2,2,2,2,2,4,55,"Male",NA,1,NA,NA,6,7,NA,NA,3,3,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1291,1,"2023-08-25 23:44:15",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,3,4,3,"Did not follow treatment plan.  
Describe pain and prior treatment 
Gather consensus ",3,4,3,3,3,"Several weeks continued pain
Limited participation 
Simple plan",3,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,4,31,"Family Nurse Practitioner ","NP",2,NA,40,"Masters degree",1,13,"",485519553,"White"
"769",769,NA,"R_1ImXTNoUJ3EXVrs",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"no need for opioids and need to start with conservative treatment, certainly no indication for esi without imaging",4,3,5,NA,1,1,2,5,5,7,8,2,1,"has not yet trialed conservative treatment. I would also consider possibility of a renal lithiasis",5,3,4,NA,3,2,4,5,5,"ask him to start tylenol daily with breakfast and dinner ",NA,NA,NA,NA,4,NA,2,NA,2,2,2,2,4,2,4,55,"Female",NA,1,NA,NA,7,6,NA,NA,1,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,919,1,"2023-08-26 07:00:31",NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,1,5,2,5,3,"'-33 y/o male w left LS pain, no hx trauma, unrelieved x 3 weeks returns for followup 
-Initially recommended Tylenol and lidocaine gel but did not initiate this
-Recommended tylenol and lidocaine gel, could consider PT and/or u/a and renal US to rule out stone",3,5,4,4,3,"'-Returns for followup 6 wk hx low back pain
-No improvement but has not trialed tylenol
-Prescribed tylenol BID",3,2,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,3,40,"family practice","crnp",9,NA,80,"post masters",1,39,"",485516860,"White"
"770",770,NA,"R_1HpecxJOFP9Fbcg",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"iniitial concern about pain in the low back, should start with rest, ice, compression, anti-inflammatory, stretching",4,2,4,NA,1,2,3,4,5,7,8,2,1,"even though David has not followed the directions from the health care provider, he needs to follow the protocol to be able to determine if his condition warrants imaging or further workup",2,2,4,NA,2,2,4,4,5,"re-emphasize following providers recommendations",NA,NA,NA,NA,2,NA,2,NA,4,2,4,4,2,4,2,54,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,964,1,"2023-08-26 11:32:50",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,3,4,4,"Although David has the capacity to understand the instructions that he was given, he has not been able to follow the providers recommendations.

Continue to recommend RICE, tylenol, anti-inflammatories and avoiding activities that worsen pain.

Emphasized that pt should try to follow the provider recommendations as this will help to determine if he needs to have additional imaging or workup. ",2,4,2,4,4,"After two telemed visits, Dave has had no improvement in his level of pain.

David has not followed the recommendations given at either visit.

It will be difficult to justify that he needs additional imaging or workup if he does not take accountability for his health care. ",5,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,5,5,23,"Family practice","APRN",22,NA,91,"DNP",1,23,"",485518449,"White"
"771",771,NA,"R_1qX81lFjj1lIGc7",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,3,1.5,"I choose the pain treatment cause i feel dave pain is dull and it should be enough for his treatment.",4,4,5,NA,2,3,2,5,3,5,6,4,2,"I feel if dave them they should be enough for his pain",5,4,4,NA,3,3,3,3,2,"",NA,NA,NA,NA,2,NA,3,NA,5,4,5,4,2,3,3,30,"Female",NA,1,NA,NA,8,6,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,2,4,1911,1,"2023-08-26 12:09:28",NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,3,5,3,3,3,"They should take his meds 
He should reduce much strenuous activities
He should pay more attention to his health",3,4,4,3,4,"Advise him to pay more attention to taking his meds
He should reduce strenuous activities
Take care of his health",6,5,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,6,4,6,"Surgery","Surgical technician",5,NA,40,"Doctor of Medicine",1,5,"",485520129,"White"
"772",772,NA,"R_2XnGseFFHErA5vM",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"no frank injury, so low worry for fracture or disc issue. he made a tele med appt so it can't be thaat bad.
he's not tried anything on his own yet",5,3,5,NA,3,3,3,3,4,7,8,2,1,"he didn't do the recommendations from the first visit, lets try them again",5,3,5,NA,3,3,2,2,2,"help me help you. you keep making appointemnts but don't carry forward with recommendations? what do you need from me to help you get better? I can make recommendations but the bottom line is the patient needs to DO it. take med / do stretches / make changes to make progress for their own body",NA,NA,NA,NA,1,NA,3,NA,4,4,3,3,3,3,3,52,"Female",NA,1,NA,NA,9,7,NA,NA,3,4,NA,2,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,810,1,"2023-08-26 14:14:00",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,5,3,"take meds as recommended.
do basic exercises / stretching / PT - there are options for web-based instructions
use topical lidocaine / voltaren gel",3,3,3,4,3,"recommend video PT / youtube some low back yoga / stretching
continue OTC meds. no rx until pt has done stage 1 rehab
pt has made 3 appts and has made no progress but has not adhered to recommendations",7,6,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,8,6,21,"urgent care and derm","PA-C",17,NA,92,"masters x2",1,28,"",485514970,"White"
"773",773,NA,"R_2VKBtC7iYV2H6mv",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Probable inflammation ",3,3,3,NA,3,3,3,4,3,1,8,5,2.5,"Probably due to inflammation ",5,3,5,NA,3,3,3,4,3,"Refer to physical therapy ",NA,NA,NA,NA,3,NA,2,NA,3,3,3,3,3,3,3,50,"Female",NA,1,NA,NA,5,6,NA,NA,2,2,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,4,1,4,2370,1,"2023-08-26 15:17:22",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,3,3,3,3,"Low back pain 
Greater than 3 weeks
Not responding ",2,4,3,3,3,"C/o back pain
No improvement 
Did not do anything to improve condition 
Did not follow recommendations ",5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,3,4,21,"General practice ","PA-C",21,NA,81,"Masters ",1,11,"",485519548,"White"
"774",774,NA,"R_2rPFFcmoUHyBkeN",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"start with least invasive treatment, then bring patient back in 1-2 weeks for follow up",4,3,3,NA,3,3,2,4,2,7,8,2,1,"He needs to try it before escalating treatment options",4,3,3,NA,3,3,2,4,2,"Recommend same treatment as before and add PT",NA,NA,NA,NA,4,NA,2,NA,1,2,2,2,4,2,4,NA,"Female",NA,1,NA,NA,8,7,NA,NA,2,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,766,1,"2023-08-26 15:30:33",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,3,3,"Persistent L sided back pain- without improvement
Non adherent to previous recs
Recommend lidocaine patch, Tylenol 650 mg q 6 hours
 may benefit from PT",3,4,3,3,3,"Persistent L sided back pain
Non adherent to previous medical recs
Recommend PT",3,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,6,4,41,"Family practice","FNP",16,NA,43,"Masters",1,15,"",485520496,"White"
"775",775,NA,"R_279GydVu7rLHA2T",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Constant dull ache. No idea how severe. No other characteristics or symptoms given. ",5,3,4,NA,4,4,1,4,2,7,8,2,1,"Chose the same two as I did initially, as he hadn't yet tried them. ",5,3,4,NA,4,4,1,3,1,"Be honest. Tell him that he has to want to make an effort to help himself in order for me to be able to help him. ",NA,NA,NA,NA,2,NA,2,NA,3,2,4,2,2,4,3,NA,"Female",NA,1,NA,NA,8,7,NA,NA,3,3,NA,1,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,834,1,"2023-08-26 17:40:52",NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,2,4,4,4,3,"Constant dull ache right lower back
Recommended Tylenol and topical lidocaine 
Pt hasn't attempted OTCs",2,3,5,3,2,"Constant right back pain
Dull ache, not severe
Has not tried OTC therapies. Generally non-compliant. ",2,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,2,18,"Family Practice","FNP",6,NA,95,"MSN",1,14,"",485514607,"White"
