StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,screener1,screener2,screener2_7_TEXT,valuesTreatment,valuesOpenTreatment_3,ypTreatment1,ypTreatment2,ypTreatment3a,ypTreatment3b,ypTreatment4,manipCheckOpen_T,sayingTreatment,valuesControl,valuesOpenControl_1,ypControl1,ypControl2a,ypControl2b,ypControl3,ypControl4,manipCheckOpen_C,sayingControl,dayDetail_1,dayDetail_4,dayDetail_5,dayDetail_6,dayDetail_7,dayDetail_8,dayDetail_9,dayDetail_10,dayDetail_11,dayDetail_12,dayDetail_14,dayDetail_15,dayDetail_16,dayDetail_18,dayDetail_19,dayDetail_20,dayDetail_21,dayDetail_22,dayDetail_23,dayDetail_24,dayDetail_25,dayDetail_26,dayDetail_27,dayDetail_28,manipCheck2,manipCheck1,severe,moveForwardOpen,ladder_Patient,insurance_Patient,income_Patient,ed_Patient,manipCheckName,sdoh1,sdoh2,culturalCompetancy1,culturalCompetancy2,PFI1_1,PFI1_2,PFI1_3,PFI1_4,PFI1_5,PFI1_6,PFI2_1,PFI2_2,PFI2_3,PFI2_4,PFI3_1,PFI3_2,PFI3_3,PFI3_4,PFI3_5,PFI3_6,petition1,petition2,donation_1,donation_2,yearsWork_1,specialty,jobTitle,yearsWorkCurrent_1,workWhere,workInsurancePercent_1,edOwn,trainingDegree,trainingWhere,trainingWhere_US,trainingWhere_notUS,age,gender,gender_5_TEXT,race,race_6_TEXT,race_7_TEXT,ladder,politics,income,edFather,edMother,Condition,aid,treatRecode1_1,treatRecode2_1,treatRecode1_2,treatRecode2_2,strike,treat1,treat2,treatSum,treatAvg,treatmentDose,frustrating,initiative,honest,exaggerate,deserve,difficult,givingUp,lazy,motivated,healthImproves,intelligent,attributions,notes
2024-05-05 09:39:55,2024-05-05 09:52:54,0,100,779,1,2024-05-05 09:52:54,R_3lzaI4iLdvOaH4l,,,,,45.5645,-122.6447,anonymous,EN,1,1,,,,,,,,,,,"1,2,5,6,7,8",Nothing to say about it right now at the moment.,I check my emails and social media.,Nothing to say about it right now at the moment.,Nothing to say about it right now at the moment.,Nothing to say about it ,I go on music apps and watch videos.,Technology ,I really don't have any thing to say right now at the moment.,,Good ,Good ,Great ,Good ,Good ,Great ,Good ,Good ,Good ,Good ,,,,,,,,,,,,,,2,3,4,Nothing to say about it ,4,3,5,2,1,3,3,3,3,3,4,2,2,3,2,2,3,2,3,2,3,2,2,2,2,1,1,100,0,25,Internal medicine ,MD ,21,,76,4,MD ,1,38,,48,2,,3,,,8,4,7,4,4,Control,6637a780-5b5f-668c-ab09-d3d193f73a2b,4,3,2,2,2,5,6,4,2,42,3,3,3,3,3,3,3,3,3,3,3,3,Nothing to say about it 
2024-05-05 09:30:42,2024-05-05 09:56:53,0,100,1570,1,2024-05-05 09:56:54,R_2WNMoexdvTHb0Ah,,,,,33.5038,-112.0253,anonymous,EN,1,5,,"7,5,6","I want to be able to treat all patients, no matter what their background might be. I want to continue doing my work to help the community decrease the disease burden. ",I need to find out information about my patients in order to make sure we are doing the correct testing and treatments for them. Also to find out what their possible risk factors are to get them treatment that will help prevent infections.,"They do not trust healthcare providers because they are worried about being judged, they also just do not know much about their general health in the first place and need guidance. A lot of times they do not know how to ask for the help that they need. Or they are more worried about their drug use and that they are going to get in trouble for that. ",It sometimes shows me what my patients are thinking and the best ways to help them. ,Finding out what is important to them and how to help them at that moment in time. They will trust me more when they return. ,That we both want the same outcome and working together how to get that outcome. I want to make sure that they get what they need and have a pleasant experience. ,Communication and outcomes for patients and providers. ,"How exciting is that you will begin your new professional journey! The best piece of advice that was given to me is not to take things too personally. Be open and unafraid to simply ask patients what they want, need or expect from their visit. When everyone is on the same page, the outcomes are more positive. 

""I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."" - Maya Angelou 

",,,,,,,,,,n/a,"emails, labs, patient care ",patient care ,patient care,patient care,lunch,patient care,patient care,patient care,patient care ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,5,8,Recommend that he see an orthopedic specialist,3,3,3,3,1,5,3,5,3,4,4,4,4,4,4,2,3,3,3,3,3,3,2,2,2,0,0,100,0,17,Infectious Disease,Nurse Practitioner,7,,25,4,Masters,1,3,,56,2,,2,,,6,4,6,3,3,Treatment,6637a570-2a84-bff1-1291-09869cf329b7,4,2,4,2,1,2,5,6,3,64,4,3,5,2,5,3,2,2,2,5,3,5,Patient reports pain continues and has not improved. Patient reports not consistently following plan of care. 
2024-05-05 09:30:42,2024-05-05 09:56:53,0,100,1570,1,2024-05-05 09:56:54,R_2WNMoexdvTHb0Ah,,,,,33.5038,-112.0253,anonymous,EN,1,5,,"7,5,6","I want to be able to treat all patients, no matter what their background might be. I want to continue doing my work to help the community decrease the disease burden. ",I need to find out information about my patients in order to make sure we are doing the correct testing and treatments for them. Also to find out what their possible risk factors are to get them treatment that will help prevent infections.,"They do not trust healthcare providers because they are worried about being judged, they also just do not know much about their general health in the first place and need guidance. A lot of times they do not know how to ask for the help that they need. Or they are more worried about their drug use and that they are going to get in trouble for that. ",It sometimes shows me what my patients are thinking and the best ways to help them. ,Finding out what is important to them and how to help them at that moment in time. They will trust me more when they return. ,That we both want the same outcome and working together how to get that outcome. I want to make sure that they get what they need and have a pleasant experience. ,Communication and outcomes for patients and providers. ,"How exciting is that you will begin your new professional journey! The best piece of advice that was given to me is not to take things too personally. Be open and unafraid to simply ask patients what they want, need or expect from their visit. When everyone is on the same page, the outcomes are more positive. 

""I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel."" - Maya Angelou 

",,,,,,,,,,n/a,"emails, labs, patient care ",patient care ,patient care,patient care,lunch,patient care,patient care,patient care,patient care ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,5,8,Recommend that he see an orthopedic specialist,3,3,3,3,1,5,3,5,3,4,4,4,4,4,4,2,3,3,3,3,3,3,2,2,2,0,0,100,0,17,Infectious Disease,Nurse Practitioner,7,,25,4,Masters,1,3,,56,2,,2,,,6,4,6,3,3,Treatment,6637a570-2a84-bff1-1291-09869cf329b7,4,2,4,2,2,2,5,6,3,74,4,4,5,2,5,4,4,3,2,5,3,5,Patient reports not following plan of care and continues to have pain that has not improved. Recommend evaluation by specialist. 
2024-05-05 10:27:00,2024-05-05 10:55:56,0,100,1735,1,2024-05-05 10:55:56,R_2o7K1q5BLtblVyB,,,,,28.3888,-80.7301,anonymous,EN,1,3,,"7,9,4",Important to understand the cultures and understanding of others so you can meet their needs.  Accountability is always important.,Understanding their perspective is important to understand why they do things and to be able to develop a plan that they will more likely follow.,"embarrassed, don't want you to know they don't understand.",It would help me understand the patient better and make more informed recommendations that the patient would be more likely to adhere to.,It would make them feel more valued.,It will help them be more compliant and will help us select goals that are more aligned with their needs.,Understanding the needs of the patient.,Please take the time to see and hear the person in the chair or bed.  So many times the healthcare provider feels they know better than the patient and misses out on important information and opportunities to connect with the patient.,,,,,,,,,,Report,"Meeting patients - assessments, help with meals",Meds,Meds and documentation ,"Helping patients with needs, treatments",Meds - help with meals,Ambulating and treatments,Documentation and patient needs,Meds and patient needs ,Patient needs,"Meds, meals",Final documentation,Report,Trying to get the____ out of work as my shift was already over,Hopefully gone,Off work,off work,off work,off work,off work,off work ,off work ,off work,getting ready and traveling to work,2,3,3,Inform him that he must follow the treatment plan in order to improve. Ask what the issues are behind his non compliance. Inform him that he cannot receive any more prescription medications for the pain.  Possibly obtain new imaging to see if the fracture has changed.,5,2,4,3,1,4,4,4,4,3,3,3,2,3,3,3,3,2,2,1,1,1,2,2,3,1,1,90,10,42,Nursing Administration,Reviewer,2,,75,4,Doctor of Nursing Practice,1,33,,66,2,,1,,,8,3,6,2,2,Treatment,6637b2b9-b603-7141-07c0-77ce610ad0af,2,1,1,1,1,6,7,3,1.5,75,4,4,5,2,5,3,1,1,2,5,3,2,"Continued pain
Non compliance with treatment plan
Adjust plan after discussion regarding the reason for non compliance"
2024-05-05 10:27:00,2024-05-05 10:55:56,0,100,1735,1,2024-05-05 10:55:56,R_2o7K1q5BLtblVyB,,,,,28.3888,-80.7301,anonymous,EN,1,3,,"7,9,4",Important to understand the cultures and understanding of others so you can meet their needs.  Accountability is always important.,Understanding their perspective is important to understand why they do things and to be able to develop a plan that they will more likely follow.,"embarrassed, don't want you to know they don't understand.",It would help me understand the patient better and make more informed recommendations that the patient would be more likely to adhere to.,It would make them feel more valued.,It will help them be more compliant and will help us select goals that are more aligned with their needs.,Understanding the needs of the patient.,Please take the time to see and hear the person in the chair or bed.  So many times the healthcare provider feels they know better than the patient and misses out on important information and opportunities to connect with the patient.,,,,,,,,,,Report,"Meeting patients - assessments, help with meals",Meds,Meds and documentation ,"Helping patients with needs, treatments",Meds - help with meals,Ambulating and treatments,Documentation and patient needs,Meds and patient needs ,Patient needs,"Meds, meals",Final documentation,Report,Trying to get the____ out of work as my shift was already over,Hopefully gone,Off work,off work,off work,off work,off work,off work ,off work ,off work,getting ready and traveling to work,2,3,3,Inform him that he must follow the treatment plan in order to improve. Ask what the issues are behind his non compliance. Inform him that he cannot receive any more prescription medications for the pain.  Possibly obtain new imaging to see if the fracture has changed.,5,2,4,3,1,4,4,4,4,3,3,3,2,3,3,3,3,2,2,1,1,1,2,2,3,1,1,90,10,42,Nursing Administration,Reviewer,2,,75,4,Doctor of Nursing Practice,1,33,,66,2,,1,,,8,3,6,2,2,Treatment,6637b2b9-b603-7141-07c0-77ce610ad0af,2,1,1,1,2,7,8,2,1,NA,5,5,5,3,4,4,3,3,1,4,3,2,Pain continues. Patient states he has not followed any of the treatment plan.  Discussed reasons for his non compliance. Will obtain new imaging to determine if there are changes and whether treatment plan needs to be changed.
2024-05-05 11:01:25,2024-05-05 11:28:28,0,100,1622,1,2024-05-05 11:28:28,R_2dhZ4I8p2dEPgA8,,,,,40.6462,-73.9559,anonymous,EN,1,3,,,,,,,,,,,"1,2,5,6,7,8",Work your best do your best to achieve everything,Games and work stuff,To like know what others doing ,Yes it improved because we need it to,For sum goid,To communicate ,About technology and how it benefits people in life ,I hope through years of doing tech you improve technology more for people and making it useful for people in life ,,,,,,,,,Good,,,,,,,,,Good,,,,,,,3,5,6,Prescribing him something,1,2,2,3,1,4,4,3,4,4,3,4,4,2,3,3,4,3,2,2,3,3,3,3,3,0,0,50,50,4,Nurse,Registered nurse,5,,91,3,Doctorate ,1,10,,27,2,,3,,,6,4,3,3,3,Control,6637ba09-4736-94c8-ffb3-b19cbd1958cc,3,3,3,2,1,3,4,6,3,69,3,2,5,1,5,1,1,1,5,5,5,3,It improved 
2024-05-05 11:01:25,2024-05-05 11:28:28,0,100,1622,1,2024-05-05 11:28:28,R_2dhZ4I8p2dEPgA8,,,,,40.6462,-73.9559,anonymous,EN,1,3,,,,,,,,,,,"1,2,5,6,7,8",Work your best do your best to achieve everything,Games and work stuff,To like know what others doing ,Yes it improved because we need it to,For sum goid,To communicate ,About technology and how it benefits people in life ,I hope through years of doing tech you improve technology more for people and making it useful for people in life ,,,,,,,,,Good,,,,,,,,,Good,,,,,,,3,5,6,Prescribing him something,1,2,2,3,1,4,4,3,4,4,3,4,4,2,3,3,4,3,2,2,3,3,3,3,3,0,0,50,50,4,Nurse,Registered nurse,5,,91,3,Doctorate ,1,10,,27,2,,3,,,6,4,3,3,3,Control,6637ba09-4736-94c8-ffb3-b19cbd1958cc,3,3,3,2,2,4,5,5,2.5,NA,3,5,1,3,3,5,5,3,3,3,3,2,People needs helo
2024-05-05 11:33:22,2024-05-05 11:56:41,0,100,1399,1,2024-05-05 11:56:42,R_5htD2k9Fw9O6qQN,,,,,38.1215,-97.894,anonymous,EN,1,5,,"9,3,5",Empathy is the best trait you can have as a healthcare worker ,So we can get to understand them better and know how to treat them correctly ,Because they might be nervous that it could change the way we treat them or how we handle a situation ,So we can go about a situation that’s best for them with zero judgement ,We can help them recovery in the fastest and best way for them ,So they know that’s there’s obviously no alternative motives and that I want to do what’s best for them ,I read about how patients sometimes can feel anxious to ask questions and how they worry about the intentions of nurses when or after they ask a question that could change their medical situation ,"You are more important than what you think, no matter what a patient or coworker says. Everyday that you show up to work and try your very best you’ve made someone’s day a whole lot better. Try to bring positive energy to a workplace and keep a welcoming front. ",,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,Arrived,Delivered meals ,Administered medicine ,Answered calls in ICU ,answered calls in ICU ,answered calls in ICU ,was very slow so I got chipotle ,Helped train ,Helped train ,Helped train ,Answered calls in ICU,Answered calls in ICU,went home ,2,1,5,I would provide him with different options or just tell him tht as long as you do not take these medicines that main willcontinue,4,2,2,2,1,4,4,5,4,5,5,5,5,5,5,1,4,1,5,2,3,3,1,1,3,1,1,40,60,3,RN ,Registered Nurse ,3,,71,3,Associates ,1,5,,22,2,,4,,,7,1,6,4,4,Treatment,6637c25b-a18b-010c-f152-ae54440597fd,2,1,2,2,1,6,7,3,1.5,62,5,5,5,3,5,4,1,4,2,5,3,2,Dave did not follow through with the medications we prescribed to him. If we lecture Dave maybe he will give in and do it. I don’t beleive Dave is trying to get a higher dosage he seems pretty honest
2024-05-05 11:33:22,2024-05-05 11:56:41,0,100,1399,1,2024-05-05 11:56:42,R_5htD2k9Fw9O6qQN,,,,,38.1215,-97.894,anonymous,EN,1,5,,"9,3,5",Empathy is the best trait you can have as a healthcare worker ,So we can get to understand them better and know how to treat them correctly ,Because they might be nervous that it could change the way we treat them or how we handle a situation ,So we can go about a situation that’s best for them with zero judgement ,We can help them recovery in the fastest and best way for them ,So they know that’s there’s obviously no alternative motives and that I want to do what’s best for them ,I read about how patients sometimes can feel anxious to ask questions and how they worry about the intentions of nurses when or after they ask a question that could change their medical situation ,"You are more important than what you think, no matter what a patient or coworker says. Everyday that you show up to work and try your very best you’ve made someone’s day a whole lot better. Try to bring positive energy to a workplace and keep a welcoming front. ",,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,Arrived,Delivered meals ,Administered medicine ,Answered calls in ICU ,answered calls in ICU ,answered calls in ICU ,was very slow so I got chipotle ,Helped train ,Helped train ,Helped train ,Answered calls in ICU,Answered calls in ICU,went home ,2,1,5,I would provide him with different options or just tell him tht as long as you do not take these medicines that main willcontinue,4,2,2,2,1,4,4,5,4,5,5,5,5,5,5,1,4,1,5,2,3,3,1,1,3,1,1,40,60,3,RN ,Registered Nurse ,3,,71,3,Associates ,1,5,,22,2,,4,,,7,1,6,4,4,Treatment,6637c25b-a18b-010c-f152-ae54440597fd,2,1,2,2,2,5,6,4,2,69,5,5,5,2,5,5,1,2,1,5,5,1,Dave still is not taking his medicine. He is not refusing just forgetting. Dave is quite difficult 
2024-05-05 11:38:52,2024-05-05 12:07:07,0,100,1694,1,2024-05-05 12:07:08,R_27sTcbZDLsZ9ecp,,,,,29.7756,-95.3082,anonymous,EN,1,5,,,,,,,,,,,"1,2,4,6,7",Sometimes I think without these items I would have my entire life calamder off track ,Technology is my assistant and i don’t depend on it ,Telemedicine is one of the best ways that technology helps me in my day to day with patients. Some people just refuse to come to a doctor and this way helps me keep up with my patient base but they are in the comfort of their home ,Yes. My phone is my lifeline in the medical world,I love true crime and podcasts I feel get me thru those hard ass days ,Being a minemial I grew up in a time where we had to go outside ,Technology in everyday life ,Life today is highly based on how we use all kinds of technology in different forms. From how we study and learn to upgrade and progress in our career field ,Commute to work ,Open clinic ,Patients ,Patients ,Patients ,Lunch ,Patients ,Charting ,Telemedicine ,Telemedicine ,Charting ,Gym ,Gym ,Drive home ,Food ,Wrap it up ,Relax ,Sleep,Sleep,Sleep,Sleep,Sleep,Alarm ,Up and moving ,5,5,7,I would refer the patient to specialist ,4,5,4,2,1,2,3,4,3,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,0,0,50,50,21,Family ,Nurse practitioner ,5,,60,4,Masters ,1,45,,41,2,,1,,,8,7,7,4,4,Control,6637c333-5c3e-9ac7-cd5f-38450b7027f2,4,2,1,1,1,1,6,6,3,36,5,5,4,3,4,4,1,2,2,5,3,2,Dave suffers from acute ankle pain due to mild injury. Rice recommended and patient did not continue plan of care. Medications given for temporary relief. Recommend patient to follow up with ortho if symptoms do not improve in 2 weeks of OT
2024-05-05 11:38:52,2024-05-05 12:07:07,0,100,1694,1,2024-05-05 12:07:08,R_27sTcbZDLsZ9ecp,,,,,29.7756,-95.3082,anonymous,EN,1,5,,,,,,,,,,,"1,2,4,6,7",Sometimes I think without these items I would have my entire life calamder off track ,Technology is my assistant and i don’t depend on it ,Telemedicine is one of the best ways that technology helps me in my day to day with patients. Some people just refuse to come to a doctor and this way helps me keep up with my patient base but they are in the comfort of their home ,Yes. My phone is my lifeline in the medical world,I love true crime and podcasts I feel get me thru those hard ass days ,Being a minemial I grew up in a time where we had to go outside ,Technology in everyday life ,Life today is highly based on how we use all kinds of technology in different forms. From how we study and learn to upgrade and progress in our career field ,Commute to work ,Open clinic ,Patients ,Patients ,Patients ,Lunch ,Patients ,Charting ,Telemedicine ,Telemedicine ,Charting ,Gym ,Gym ,Drive home ,Food ,Wrap it up ,Relax ,Sleep,Sleep,Sleep,Sleep,Sleep,Alarm ,Up and moving ,5,5,7,I would refer the patient to specialist ,4,5,4,2,1,2,3,4,3,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,0,0,50,50,21,Family ,Nurse practitioner ,5,,60,4,Masters ,1,45,,41,2,,1,,,8,7,7,4,4,Control,6637c333-5c3e-9ac7-cd5f-38450b7027f2,4,2,1,1,2,7,8,2,1,40,5,4,4,5,5,4,1,4,2,5,3,3,Patient refuses to comply with current treatment plan. Patient reports the pain has not subsided. Follow up with specialist recommend 
2024-05-05 12:14:05,2024-05-05 12:30:48,0,100,1003,1,2024-05-05 12:30:49,R_2xMmE8njusagVtW,,,,,34.0544,-118.2441,anonymous,EN,1,3,,,,,,,,,,,"1,5,6",The only way I could see the point is to get the money back from you if I don’t ,I don’t know what to do with my life anymore but I’m gonna go get some sleep now I guess I have a good day and I’ll see if you want me too but I’m gonna ,I don’t know what to do with my life right now I don’t know what to do I just want you know that I’m not going anywhere and I’m sorry but I’m just trying to get you to do something to help you ,The only way I could see the point is to get the money back from the bank and then I can get the money from ,I don’t know what to do with my life right now I don’t know what to do about it but I’m gonna go get my haircut tomorrow I just got to go get a shower I got a ,I don’t know what to do with my life right now I just don’t want you guys going anywhere and I don’t want you to be in my business I just don’t wanna have you ,My day was pretty busy and I’m just now leaving the office and heading home now to go get the car wash I have a meeting with the bank and I will call them back and see ,The only way I could see the point is to get the money back from you if I don’t get the credit back I would have a lot of trouble with it I would be in the bank but if you don’t have to do it then you don’t need it and you can do that and I would have no problems if ,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,6,5,9,The only way I could see the point is to get the money back from you if I don’t get the credit back I would have a lot of trouble with it I would be in the bank but if you don’t ,10,2,6,3,1,4,5,5,4,5,3,4,3,5,4,5,3,4,5,4,5,3,4,5,3,1,1,50,50,8,The only way I can get a job is if I have a job and a car or something like it I can do that and ,Nurse,8,,82,3,Bachelors degree ,1,13,,22,1,,3,,,8,7,6,3,3,Control,6637cc1d-e6ae-aad7-b2c5-8bda8f7a0669,4,2,4,3,1,1,5,6,3,84,5,4,5,5,5,4,5,5,4,5,4,4,The only way I could see the point is to get the money back from you if I don’t get the credit back I would have a lot of trouble with it I 
2024-05-05 12:14:05,2024-05-05 12:30:48,0,100,1003,1,2024-05-05 12:30:49,R_2xMmE8njusagVtW,,,,,34.0544,-118.2441,anonymous,EN,1,3,,,,,,,,,,,"1,5,6",The only way I could see the point is to get the money back from you if I don’t ,I don’t know what to do with my life anymore but I’m gonna go get some sleep now I guess I have a good day and I’ll see if you want me too but I’m gonna ,I don’t know what to do with my life right now I don’t know what to do I just want you know that I’m not going anywhere and I’m sorry but I’m just trying to get you to do something to help you ,The only way I could see the point is to get the money back from the bank and then I can get the money from ,I don’t know what to do with my life right now I don’t know what to do about it but I’m gonna go get my haircut tomorrow I just got to go get a shower I got a ,I don’t know what to do with my life right now I just don’t want you guys going anywhere and I don’t want you to be in my business I just don’t wanna have you ,My day was pretty busy and I’m just now leaving the office and heading home now to go get the car wash I have a meeting with the bank and I will call them back and see ,The only way I could see the point is to get the money back from you if I don’t get the credit back I would have a lot of trouble with it I would be in the bank but if you don’t have to do it then you don’t need it and you can do that and I would have no problems if ,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,Balls,6,5,9,The only way I could see the point is to get the money back from you if I don’t get the credit back I would have a lot of trouble with it I would be in the bank but if you don’t ,10,2,6,3,1,4,5,5,4,5,3,4,3,5,4,5,3,4,5,4,5,3,4,5,3,1,1,50,50,8,The only way I can get a job is if I have a job and a car or something like it I can do that and ,Nurse,8,,82,3,Bachelors degree ,1,13,,22,1,,3,,,8,7,6,3,3,Control,6637cc1d-e6ae-aad7-b2c5-8bda8f7a0669,4,2,4,3,2,2,4,7,3.5,79,5,5,4,5,4,4,5,5,5,5,4,3,I don’t know what to do with my life right now I don’t know what to do about it I don’t know how I feel right about this I just want you know that I’m here and I’m not going anywhere and I’m here 
2024-05-05 11:23:53,2024-05-05 12:31:16,0,100,4042,1,2024-05-05 12:31:16,R_26LHBQVDvg3KfWV,,,,,31.8378,-106.538,anonymous,EN,1,3,,,,,,,,,,,"1,4,5",I use messenger and WhatsApp to keep in contact with my family and friends group chats if we’re coordinating events to keep in touch and in real time,"I use technology to keep up with my friends and family in real time to coordinate events to communicate in real time about any important issues that might occur. As well as happy events that might be upcoming and planning for a different events like on WhatsApp or messenger I use my laptop and my phone Apps for listening to music which I like to distract myself or or help me pass through the time sometimes when there’s downtime I enjoy watching myself sometimes with the TV shows on Netflix or whatever on my phone or tablet or laptop to help decreased anxiety sometimes I like to keep in touch with my grandchildren and their interest on Instagram and Latest things going on in the world as much as I can without getting too much into the not so good news it sometimes goes on I like to keep optimistic in my in my searches, avoiding as best I can not so honest information going on that sometimes seems to be out there Like to enjoy looking up YouTube videos on healthcare and latest events going on or education going on on YouTube that I can get new information from. ","Yes, during Covid I was able to research a lot of information to help my friends and family and I would send group chats out to alert them of different vitamins that perhaps could help them and things that they could do if they did get Covid besides, what was out in the news I happened to be one of those people that did not agree with everything that was going on that we were being told and I would research a lot of holistic applications, mostly vitamin C, vitamin zinc, and different medication’s. That would help boost our immune system. My read a lot. I also researched a lot on different websites about the immune system so I could understand add to my already knowledge base about the immune system, and  Although I wasn’t heard very often from my friends and family some of them did respond with the prophylactic prior to receiving getting Covid. It helped them minimize I believe I helped some people with that and of course during Covid when people aren’t able to see each other I felt like this was just instrumental with the messenger and being able to group chat. It really helped a lot . ","Yes, I do continue to utilize group chats mostly when I’m trying to get coordinate different events or get out a group information instead of you know, individually telling people things the same thing a little easier to tell everybody the same thing at the same time. It helps me forget who I told what to who and just makes the flow of a communication a lot better for example, if there’s a family event going on And I feel like the goal is to make sure everybody’s in the same page and with the technology in that respect really helps ","Oh yes, for entertainment I use my laptop, my phone and my tablet to put on YouTube videos or Netflix videos or something on TV even sometimes it background almost comforting shows that I like to rewatch, but I also use it to listen to music and listen to podcast while I’m doing housework or doing tasks around the house, laundry etc. it helps to pass the time and gives me educated at the same time. I also really enjoy listening to meditation Videos on YouTube which I find very helpful to my daily life. I use these things daily. ",I just recently started playing bingo online on my phone to pass the time really quickly but I don’t really play any other games,That Hamas has fired rockets at a crossing near Gazza,"Hello, while I understand that new technology can be a bit overwhelming at first it helps with a lot With people far and near. I do this with my messages. I make sure that I am in communication with my family that way and it helps a lot. A lot of people prefer text over phone calls. So I tried to accommodate each of those people. I also use the voice to text button on my phone so I don’t have to be typing Al I want to say  talk  and then I read it over for any typos that helps a lot too. That way I feel like I’m still talking to the people and they see it is typed in typing but it still helps keep in communication, so I really do like that application that I use for my phone messages. ",,,,,,,,,,,,,Receive report on patients,"assess patients review charts review new orders review labs,",Continue to assess. Patient assess patient and Mr. scheduled medic,Round round on patients assess for any new needs,Chart on patients charts recovers,Continue charting continue rounding,"Assess  patients. turn patients if they need to reassess patients for effective medication’s that were administer, check blood sugars, recheck blood sugars for effect chart affect.","turn patients every two hours and take an output, assess patients continue charting",continue medication administration assessing for new needs turning patients continue chart,"continue to assess and reassess administer medication if needed, assess for effective medication‘s chart everything that happened with the patients, their medication‘s response to medication chart on each patient answer call bells throughout the night",Continue assessing turning attending to patient’s needs bathing patients at night getting ready for the next shift,"Pass out medication‘s finish up, charting, checking patients for any new needs cleaning patients turning patients charting and taking output give report to oncoming shift",1,5,4,Try to find out why he’s not following up with his treatment plan,4,4,2,1,1,4,4,3,1,4,5,5,5,2,5,1,3,1,3,1,2,1,1,1,2,0,0,0,100,41,Critical care ,RN ,6,,100,3,bachelor of science ,1,45,,68,2,,4,,,9,6,6,4,3,Control,6637bdb5-5636-8fa6-f0bc-6e1a7d15a809,1,1,2,1,1,7,8,2,1,100,1,1,3,2,5,2,1,3,1,5,3,3,"They returned today with no effector from the previously order Tylenol and lidocaine although he admits that he did not even do it even adhere to the recommendations I’m not sure why, but he said his pain is consistently is still there in a little worse so he’s been increased to tramadol and Tylenol today with a follow up in a week"
